timestamps,open,high,low,close,volume,amount
2025-08-21 10:30:00,23236.02,23251.63,23225.37,23246.15,2133.0,49584037.95
2025-08-21 11:00:00,23245.8,23267.37,23228.96,23237.3,3350.0,77844955.0
2025-08-21 11:30:00,23237.09,23244.2,23199.08,23215.26,2606.0,60498967.559999995
2025-08-21 12:00:00,23214.87,23214.87,23156.31,23172.9,3656.0,84720122.4
2025-08-21 12:30:00,23168.28,23203.99,23151.8,23159.73,3846.0,89072321.58
2025-08-21 13:00:00,23159.21,23195.59,23144.57,23193.14,3429.0,79529277.06
2025-08-21 13:30:00,23193.46,23223.71,23109.6,23120.25,26494.0,612547903.5
2025-08-21 14:00:00,23119.87,23284.42,23090.86,23281.95,15146.0,352628414.7
2025-08-21 14:30:00,23281.63,23281.63,23182.57,23230.1,9864.0,229141706.39999998
2025-08-21 15:00:00,23230.5,23247.71,23139.57,23189.72,9714.0,225264940.08
2025-08-21 15:30:00,23190.19,23229.25,23125.07,23137.51,8111.0,187668343.60999998
2025-08-21 16:00:00,23137.07,23146.26,23105.81,23115.56,6784.0,156815959.04000002
2025-08-21 16:30:00,23115.3,23144.94,23083.59,23093.48,5962.0,137683327.76
2025-08-21 17:00:00,23093.75,23127.67,23055.73,23082.34,7187.0,165892777.58
2025-08-21 17:30:00,23082.52,23156.99,23076.13,23148.23,5340.0,123611548.2
2025-08-21 18:00:00,23147.86,23156.18,23121.88,23131.56,4775.0,110453199.0
2025-08-21 18:30:00,23131.53,23167.27,23112.99,23158.39,4930.0,114170862.7
2025-08-21 19:00:00,23158.09,23188.01,23153.83,23169.69,3684.0,85357137.96
2025-08-21 19:30:00,23170.19,23171.74,23137.33,23150.34,5150.0,119224251.0
2025-08-21 20:00:00,23150.74,23156.55,23133.56,23144.59,2081.0,48163891.79
2025-08-21 20:30:00,23144.83,23159.24,23140.41,23155.38,899.0,20816686.62
2025-08-21 22:00:00,23159.61,23179.72,23159.61,23163.43,1661.0,38474457.230000004
2025-08-21 22:30:00,23163.65,23184.27,23162.11,23178.82,1355.0,31407301.099999998
